Iteration,Loss,Urbs_1,Urbs_2,Urbs_3,Urbs_4,Urbs_5,Urbs_6,Urbs_7,Urbs_8,Civitas_1,Civitas_2
0,0.023897415984588968,0.09195514255481063,0.19412376138263424,0.14459159429741686,0.10273421379901201,0.17148904018963737,0.1368406049478852,0.12951059549600905,0.028755047332594607,0.5869346688099958,0.4130653311900044
1,0.02389603249429869,0.14731748945885614,0.18228828108464437,0.13577602760236976,0.09647063867205459,0.16103357022537562,0.1284976062737899,0.12161449823075654,0.027001888452153015,0.5869346688099958,0.4130653311900044
2,0.023892162571973928,0.13885186669868238,0.22927821394556241,0.1279736367675896,0.09092693820966832,0.15177975072125818,0.12111347106828835,0.11462590191424829,0.025450220674702453,0.5869346688099958,0.4130653311900044
3,0.023895330283004015,0.1313063278641245,0.21681869353451466,0.17536161177268816,0.08598575333631431,0.1435316800932121,0.11453187860531468,0.10839685930283634,0.024067195490995237,0.5869346688099958,0.4130653311900044
4,0.023895890080858923,0.1313063278641245,0.21681869353451466,0.12101924667555769,0.14032811843344478,0.1435316800932121,0.11453187860531468,0.10839685930283634,0.024067195490995237,0.5869346688099958,0.4130653311900044
5,0.02389588187615942,0.1313063278641245,0.21681869353451466,0.12101924667555769,0.08598575333631431,0.19787404519034257,0.11453187860531468,0.10839685930283634,0.024067195490995237,0.5869346688099958,0.4130653311900044
6,0.023896377460161402,0.1313063278641245,0.21681869353451466,0.12101924667555769,0.08598575333631431,0.1435316800932121,0.16887424370244514,0.10839685930283634,0.024067195490995237,0.5869346688099958,0.4130653311900044
7,0.02389945293631892,0.1313063278641245,0.21681869353451466,0.12101924667555769,0.08598575333631431,0.1435316800932121,0.11453187860531468,0.1627392243999668,0.024067195490995237,0.5869346688099958,0.4130653311900044
8,0.023899850786060304,0.1313063278641245,0.21681869353451466,0.12101924667555769,0.08598575333631431,0.1435316800932121,0.11453187860531468,0.10839685930283634,0.07840956058812569,0.5869346688099958,0.4130653311900044
9,0.023893939312360033,0.13885186669868238,0.22927821394556241,0.1279736367675896,0.09092693820966832,0.15177975072125818,0.12111347106828835,0.11462590191424829,0.025450220674702453,0.6648439902700702,0.33515600972992987
10,0.02389428015170667,0.13885186669868238,0.22927821394556241,0.1279736367675896,0.09092693820966832,0.15177975072125818,0.12111347106828835,0.11462590191424829,0.025450220674702453,0.4762314014681374,0.5237685985318626
11,0.023893069262191622,0.1586981888845978,0.269260336597218,0.1260580248845632,0.08284895273353957,0.1496791493313456,0.11376537387606771,0.0926564484268518,0.007033525265816372,0.5960620176126462,0.40393798238735396
12,0.023902369402007337,0.14931458354309876,0.25001563842746144,0.12791825030956908,0.08766379470854667,0.15179630520229653,0.11840444224400941,0.10485553975879194,0.010031445806226247,0.5913443641184518,0.4086556358815482
13,0.023899398877970282,0.14955842129435862,0.2251208069525636,0.12565314375928577,0.09418648587694056,0.14902759129806067,0.11891737060631768,0.11254743785961187,0.024988742352861144,0.5869346688099958,0.4130653311900044
14,0.023895722496566272,0.12245418794226905,0.2297250194882672,0.12694898143227912,0.1142437711650983,0.1505734948914741,0.11985272093853827,0.11264324412118576,0.023558580020888238,0.5874299162166223,0.41257008378337773
15,0.023896371507810203,0.13933768148772313,0.22014049722923776,0.13044004935064848,0.09057143242190624,0.1547091842104164,0.12331167915956555,0.116337468653909,0.025152007486593464,0.587160161754219,0.4128398382457811
16,0.023900951038506327,0.1387393469892453,0.22909241652974954,0.13333404579002156,0.09085325484544278,0.14700299924329902,0.1210153258081811,0.11453301390716558,0.025429596886895257,0.5869346688099958,0.4130653311900044
17,0.023896994233074773,0.13493698457225634,0.228936030604363,0.12855551158326822,0.08774699095584469,0.16353099193395165,0.11932211055998508,0.11259300994674204,0.024378369843589046,0.5871478869376281,0.4128521130623719
18,0.023896905400234928,0.13848856053781322,0.22867830708323508,0.1276387935150506,0.09068902771104875,0.15138261872841374,0.1269989508549405,0.11074011144331639,0.025383630126181677,0.5869346688099958,0.4130653311900044
19,0.023896929454592108,0.13692823498681528,0.23175224960641985,0.11865615785143764,0.08909845386562835,0.15107340944010106,0.12294510599347153,0.12477573729959121,0.024770650956535002,0.587128866499586,0.41287113350041404
20,0.023895043363131727,0.1386276515676054,0.2289079802136353,0.12776698757788507,0.09078011126485418,0.1515346599096478,0.1209178995326914,0.11444080637154094,0.02702390356213991,0.5748996773036703,0.42510032269632964
21,0.023892492766192507,0.13844763934120016,0.2313922685642001,0.12388712105765745,0.09038222881008504,0.15202528914163785,0.11686534538538788,0.1103441622917869,0.03665594540804471,0.5931642515276907,0.40683574847230924
22,0.02389840438835435,0.13781222804554846,0.22868306016497833,0.12782023346310994,0.09278429645696208,0.15159654647075185,0.12100913040441004,0.11463793288699177,0.025656572107247515,0.6037084794346206,0.3962915205653795
23,0.023898145021339957,0.13412605197046312,0.22998932009756481,0.1257407564301659,0.10251047338628409,0.15267990634349568,0.11897379078163384,0.11306765667860749,0.02291204431178494,0.5746841699674844,0.42531583003251555
24,0.023899276562983914,0.1415249929184776,0.23333069926892455,0.1263196249342131,0.0902309963580215,0.15355770890814158,0.12065414005840679,0.1125042324571633,0.021877605096651674,0.5879805450690972,0.4120194549309028
25,0.0239001644010411,0.13617560650097166,0.23084843529282428,0.1366183445870968,0.08638629359057608,0.1462966212845009,0.11784717794302986,0.11822844718998118,0.02759907361101928,0.5799922535613043,0.42000774643869565
26,0.023899544707983094,0.13751076669089507,0.23006506713078034,0.132305583913079,0.08865157703991627,0.1490321012450884,0.11947669982330002,0.1164311723813995,0.026527031775541356,0.5834038648814952,0.4165961351185048
27,0.023898837342098897,0.14130787460150113,0.2275206997827113,0.12712224249146878,0.09142768355984933,0.15172299977945528,0.12040626049122344,0.11469385888808073,0.02579838040571011,0.5861961001092337,0.4138038998907662
28,0.023902104202900457,0.13920235640262696,0.22850664245683078,0.12814337924116515,0.0911460821401959,0.15111110826222066,0.12144651127159438,0.1149354217205957,0.025508498504770633,0.5869382018732194,0.4130617981267807
29,0.023894785247894245,0.13747684910693528,0.22871795540076978,0.12814381143504053,0.08994399639684444,0.15482059449344293,0.1208165362317584,0.11462268539355588,0.025457571541652742,0.5866248779611578,0.4133751220388421
30,0.023900733042427767,0.1389456751357452,0.22951371997406908,0.1274606429852416,0.09041392117987689,0.15175778939687254,0.12085858414773919,0.11414739804613233,0.026902269134323108,0.5878452894958244,0.4121547105041757
31,0.023899821568442423,0.13742536152717133,0.23032328443304972,0.1275409567956669,0.09348864830184084,0.15168815765985502,0.12055294950039316,0.11415270881421327,0.024827932967809614,0.584271786912404,0.41572821308759605
32,0.023898528725382884,0.1384988443829874,0.2301647483003171,0.1262540003700294,0.08986308712919776,0.15138684923409473,0.12222768512129849,0.1168764916445572,0.024728293817517774,0.5870075307169048,0.4129924692830952
33,0.023900049876145146,0.13957976067354133,0.2302773541765104,0.12837867088792193,0.09043896861717986,0.1520512290327683,0.1208218215964485,0.11408820222501431,0.024363992790615376,0.5871596643272797,0.4128403356727202
34,0.023901147349639548,0.13885222213515105,0.22927880085764826,0.1279739643576942,0.09092717096671073,0.15178013925084655,0.12151732423521178,0.11439288886187422,0.025277489334863176,0.5881802735364272,0.4118197264635728
35,0.02389717112306205,0.1386401327853289,0.22889633109552812,0.12835366397951764,0.0907580073140467,0.151500440650943,0.12195447419554012,0.1140929191026744,0.025804030876421233,0.5849191859310937,0.4150808140689063
36,0.023895434675518898,0.13885950405201425,0.22917635384332055,0.12766521810622394,0.09123250602438296,0.15195270747193831,0.12121688854350113,0.11450351110670064,0.025393310851918188,0.5885005511509657,0.41149944884903433
37,0.023897389743112014,0.13847899930045285,0.22910803092019094,0.1289085658071845,0.09086593316391205,0.15132433256906405,0.12027961569308442,0.11531644798891316,0.02571807455719827,0.5887055544156412,0.41129444558435885
38,0.02389691128580634,0.13860950264545024,0.22898928507408078,0.12799071956418365,0.09077942753205456,0.15248410626762318,0.12094741021756236,0.1148025233225044,0.025397025376540688,0.5861301895223686,0.41386981047763144
39,0.023898886427544074,0.13912753628443103,0.22905040228298543,0.12798412800481668,0.09105202727419812,0.15181068159647243,0.12096928335423722,0.11450614651469683,0.025499794688162335,0.5868278774337773,0.4131721225662228
40,0.023900439111183634,0.13891778825058695,0.22950122793865252,0.12748094691027095,0.0907274549786765,0.15157668143142608,0.12124302662203039,0.1152020866043605,0.025350787263996227,0.5864876011752909,0.4135123988247091
41,0.02389439117059416,0.13840135361468273,0.22966896356631827,0.12798180770293863,0.09145879676376788,0.1516569298885334,0.12093843757287741,0.11446040023496003,0.02543331065592168,0.5861312452678635,0.4138687547321365
42,0.02389650077877083,0.1388888918561337,0.2291696784378225,0.12809799833926325,0.09090804547665633,0.1516330139767741,0.12118310321115211,0.114702260182884,0.025417008519313982,0.5868576274960966,0.41314237250390345
43,0.02389924082047483,0.13894833701492412,0.22938547524899988,0.12793125793479632,0.09087741311561781,0.1518383849321092,0.12113633215098754,0.11452541020542771,0.0253573893971374,0.5867501982364616,0.41324980176353837
44,0.02389738862363544,0.13872819849341309,0.2293634717300694,0.1282308366882974,0.09082745986653015,0.15172963104125442,0.12093674297029441,0.11471751920096783,0.025466140009173254,0.5874796851819699,0.4125203148180301
45,0.02389866426953926,0.1388773921391554,0.22933008975165217,0.12789745608125674,0.09089556915641145,0.1518006023172218,0.12100680777811294,0.11463628651369186,0.025555796262497724,0.5871300467104837,0.41286995328951626
46,0.023898284325387,0.13870455107272806,0.22916775241676537,0.1279757116849744,0.09086161551896586,0.15172022505647453,0.12131857047173797,0.11450717918943877,0.025744394588915004,0.5866436454463876,0.4133563545536126
47,0.0238950432585474,0.13875580332379067,0.229188965835302,0.12797862320678324,0.09093485811275076,0.1519318614171831,0.12111161108190575,0.11469784783952856,0.025400429182755944,0.5868136449999203,0.4131863550000797
48,0.023898844819713556,0.13885098485566724,0.22929020304627207,0.12800987614697745,0.09089105764555751,0.1517594526755615,0.12111859878603394,0.11463031032051361,0.025449516523416656,0.5868048855789517,0.41319511442104834
49,0.023898076260136864,0.13882674249210408,0.2292580895684719,0.1279313688275223,0.09101882216493454,0.15175373250014407,0.12121374837640642,0.11460667950530305,0.025390816565113602,0.5873840180765664,0.41261598192343363
